2010.655	8.972
2010.770	12.185
2010.952	18.330
2011.195	28.899
2011.387	42.659
2011.530	53.614
2011.686	72.696
2011.843	93.017
2012.056	129.668
2012.280	173.143
2012.476	225.805
2012.690	297.782
2012.925	400.408
2013.140	513.971
2013.405	684.730
2013.661	874.284
2013.890	1070.706
2014.130	1383.999
2014.384	1712.280
2014.574	2044.233
2014.801	2445.115
2015.072	3037.085
2015.284	3553.994
2015.489	4031.323
2015.682	4734.434
2015.866	5465.498
2016.083	6140.104
2016.290	7084.139
2016.564	8929.793
2016.851	10329.587
2017.115	11978.300
2017.346	14001.004
2017.623	16318.609
2017.836	18219.023
2018.052	20386.848
2018.257	22890.418
2018.464	25277.871
2018.687	28414.049
2018.898	31897.285
2019.162	35610.988
2019.513	41961.305
2019.746	45910.539
2020.062	53772.531
2020.299	58644.797
2020.505	64883.777
2020.724	69874.133
2020.961	76306.148
2021.216	87126.391
2021.467	96048.477
2021.745	1.080e5
2021.975	1.186e5
2022.239	1.309e5
2022.493	1.435e5
2022.741	1.589e5
2022.994	1.717e5
2023.260	1.871e5
2023.531	2.050e5
2023.837	2.278e5
2024.212	2.579e5
